Region;Profession ID;Professio;2016;2017;2018;2019;Growth;Growth 
Marlborough;332;Floor Finishers and Painting Trades Workers;166;178;187;196;29;5.6
Marlborough;333;Glaziers, Plasterers and Tilers;142;152;161;169;28;6.2
Marlborough;334;Plumbers;175;185;193;201;26;4.7
Marlborough;341;Electricians;199;214;228;240;41;6.4
Marlborough;342;Electronics and Telecommunications Trades Workers;114;119;122;124;10;2.9
Marlborough;351;Food Trades Workers;699;744;794;845;146;6.5
Marlborough;361;Animal Attendants and Trainers, and Shearers;34;36;39;41;7;6.2
Marlborough;362;Horticultural Trades Workers;463;455;448;439;-25;-1.8
Marlborough;391;Hairdressers;105;109;114;119;13;4.0
Marlborough;392;Printing Trades Workers;8;7;7;6;-2;-8.3
Marlborough;393;Textile, Clothing and Footwear Trades Workers;28;30;32;34;6;6.2
Marlborough;394;Wood Trades Workers;26;26;26;27;1;1.1
Marlborough;399;Miscellaneous Technicians and Trades Workers;180;186;193;199;19;3.5
Marlborough;411;Health and Welfare Support Workers;376;400;426;456;81;6.7
Marlborough;421;Child Carers;106;110;115;119;13;4.0
Marlborough;422;Education Aides;151;156;161;165;14;3.1
Marlborough;423;Personal Carers and Assistants;563;585;612;646;84;4.7
Marlborough;431;Hospitality Workers;680;711;747;780;100;4.7
Marlborough;441;Defence Force Members, Fire Fighters and Police;250;265;280;295;44;5.6
Marlborough;442;Prison and Security Officers;108;115;124;132;24;7.0
Marlborough;451;Personal Service and Travel Workers;178;188;191;193;15;2.7
Marlborough;452;Sports and Fitness Workers;254;267;280;293;38;4.8
Marlborough;511;Contract, Program and Project Administrators;248;263;279;295;47;6.0
Marlborough;512;Office and Practice Managers;573;620;670;721;148;8.0
Marlborough;521;Personal Assistants and Secretaries;218;209;199;188;-30;-4.8
Marlborough;531;General Clerks;533;522;508;491;-43;-2.8
Marlborough;532;Keyboard Operators;22;20;18;15;-7;-12.3
Marlborough;541;Call or Contact Centre Information Clerks;21;21;21;20;-1;-1.7
Marlborough;542;Receptionists;393;406;421;436;44;3.6
Marlborough;551;Accounting Clerks and Bookkeepers;257;265;274;282;25;3.1
Marlborough;552;Financial and Insurance Clerks;147;149;152;154;8;1.7
Marlborough;561;Clerical and Office Support Workers;189;193;198;202;13;2.2
Marlborough;591;Logistics Clerks;254;263;273;282;28;3.6
Marlborough;599;Miscellaneous Clerical and Administrative Workers;198;207;215;224;25;4.0
Marlborough;611;Insurance Agents and Sales Representatives;559;588;621;653;93;5.3
Marlborough;612;Real Estate Sales Agents;226;238;253;268;42;5.9
Marlborough;621;Sales Assistants and Salespersons;146;15;1551;1597;137;3.0
Marlborough;631;Checkout Operators and Office Cashiers;221;231;241;250;30;4.3
Marlborough;639;Miscellaneous Sales Support Workers;137;141;146;150;12;2.9
Marlborough;711;Machine Operators;259;271;283;293;35;4.3
Marlborough;712;Stationary Plant Operators;98;98;97;94;-4;-1.2
Marlborough;721;Mobile Plant Operators;301;309;318;325;24;2.6
Marlborough;731;Automobile, Bus and Rail Drivers;123;130;139;147;24;6.2
Marlborough;732;Delivery Drivers;64;67;71;74;10;4.8
Marlborough;733;Truck Drivers;381;393;403;410;29;2.5
Marlborough;741;Storepersons;301;315;330;346;45;4.7
Marlborough;811;Cleaners and Laundry Workers;769;775;783;794;25;1.1
Marlborough;821;Construction and Mining Labourers;241;255;267;278;37;4.9
Marlborough;831;Food Process Workers;849;875;907;937;88;3.3
Marlborough;832;Packers and Product Assemblers;583;591;601;606;23;1.3
Marlborough;839;Miscellaneous Factory Process Workers;185;194;203;212;27;4.7
Marlborough;841;Farm, Forestry and Garden Workers;2057;2033;2017;1985;-72;-1.2
Marlborough;851;Food Preparation Assistants;254;266;279;292;38;4.8
Marlborough;891;Freight Handlers and Shelf Fillers;164;170;177;184;21;4.0
Marlborough;899;Miscellaneous Labourers;1829;1922;2022;2121;292;5.1
West Coast;111;Chief Executives, General Managers and Legislators;632;661;692;721;90;4.5
West Coast;121;Farmers and Farm Managers;297;291;286;278;-19;-2.2
West Coast;131;Advertising, Public Relations and Sales Managers;186;197;208;220;33;5.7
West Coast;132;Business Administration Managers;412;435;459;484;71;5.5
West Coast;133;Construction, Distribution and Production Managers;517;551;581;608;91;5.6
West Coast;134;Education, Health and Welfare Services Managers;68;70;72;74;6;2.9
West Coast;135;ICT Managers;8;8;8;9;1;3.7
West Coast;139;Miscellaneous Specialist Managers;64;66;69;71;7;3.6
West Coast;141;Accommodation and Hospitality Managers;349;353;359;363;14;1.3
West Coast;142;Retail Managers;319;325;333;341;22;2.3
West Coast;149;Miscellaneous Hospitality, Retail and Service Managers;128;134;140;147;19;4.6
West Coast;211;Arts Professionals;112;116;120;125;13;3.8
West Coast;212;Media Professionals;73;76;80;84;11;4.9
West Coast;221;Accountants, Auditors and Company Secretaries;193;204;216;227;33;5.5
West Coast;222;Financial Brokers and Dealers, and Investment Advisers;65;66;67;68;3;1.4
West Coast;223;Human Resource and Training Professionals;71;73;76;79;9;3.9
West Coast;224;Information and Organisation Professionals;170;175;181;186;16;3.0
West Coast;225;Sales, Marketing and Public Relations Professionals;163;170;178;184;20;4.0
West Coast;231;Air and Marine Transport Professionals;222;236;253;266;43;6.1
West Coast;232;Architects, Designers, Planners and Surveyors;147;158;169;180;33;7.1
West Coast;233;Engineering Professionals;178;189;199;209;31;5.4
West Coast;234;Natural and Physical Science Professionals;228;239;252;264;36;5.0
West Coast;241;School Teachers;614;624;632;637;23;1.2
West Coast;242;Tertiary Education Teachers;57;57;57;56;-1;-0.3
West Coast;249;Miscellaneous Education Professionals;91;92;93;93;2;0.9
West Coast;251;Health Diagnostic and Promotion Professionals;91;95;100;106;15;5.3
West Coast;252;Health Therapy Professionals;87;90;94;98;11;4.0
West Coast;253;Medical Practitioners;109;112;117;122;14;4.0
West Coast;254;Midwifery and Nursing Professionals;285;291;300;312;28;3.1
West Coast;261;Business and Systems Analysts, and Programmers;116;124;132;141;25;6.7
West Coast;262;Database and Systems Administrators, and ICT Security Specialists;27;28;30;31;4;4.4
West Coast;263;ICT Network and Support Professionals;23;24;25;25;3;3.6
West Coast;271;Legal Professionals;91;97;104;111;19;6.6
West Coast;272;Social and Welfare Professionals;264;270;278;286;22;2.7
West Coast;311;Agricultural, Medical and Science Technicians;95;97;99;101;6;2.0
West Coast;312;Building and Engineering Technicians;158;168;178;188;29;5.9
West Coast;313;ICT and Telecommunications Technicians;42;42;43;43;1;0.9
West Coast;321;Automotive Electricians and Mechanics;217;222;229;233;16;2.4
West Coast;322;Fabrication Engineering Trades Workers;66;69;72;75;9;4.2
West Coast;323;Mechanical Engineering Trades Workers;245;249;254;255;10;1.4
West Coast;324;Panelbeaters, and Vehicle Body Builders, Trimmers and Painters;29;28;27;26;-2;-2.5
West Coast;331;Bricklayers, Carpenters and Joiners;203;215;225;233;30;4.7
West Coast;332;Floor Finishers and Painting Trades Workers;141;157;172;187;46;9.9
West Coast;333;Glaziers, Plasterers and Tilers;126;140;154;168;42;10.0
West Coast;334;Plumbers;128;142;156;169;41;9.7
West Coast;341;Electricians;163;182;201;219;56;10.3
West Coast;342;Electronics and Telecommunications Trades Workers;88;94;100;105;17;6.1
West Coast;351;Food Trades Workers;370;380;393;405;36;3.1
West Coast;361;Animal Attendants and Trainers, and Shearers;23;23;24;25;3;4.1
West Coast;362;Horticultural Trades Workers;221;223;226;229;8;1.2
West Coast;391;Hairdressers;57;58;59;60;3;1.5
West Coast;392;Printing Trades Workers;5;5;4;4;-1;-6.9
West Coast;393;Textile, Clothing and Footwear Trades Workers;19;20;22;24;5;8.8
West Coast;394;Wood Trades Workers;21;21;22;22;1;1.1
West Coast;399;Miscellaneous Technicians and Trades Workers;98;102;106;109;11;3.7
West Coast;411;Health and Welfare Support Workers;207;215;224;235;28;4.3
West Coast;421;Child Carers;65;66;67;67;2;0.9
West Coast;422;Education Aides;94;94;93;92;-2;-0.7
West Coast;423;Personal Carers and Assistants;345;348;355;365;20;1.9
West Coast;431;Hospitality Workers;396;400;407;412;16;1.4
West Coast;441;Defence Force Members, Fire Fighters and Police;100;102;104;105;4;1.4
West Coast;442;Prison and Security Officers;49;51;53;55;6;3.9
West Coast;451;Personal Service and Travel Workers;101;102;102;102;1;0.3
West Coast;452;Sports and Fitness Workers;188;192;197;200;13;2.2
West Coast;511;Contract, Program and Project Administrators;143;152;162;171;28;6.0
West Coast;512;Office and Practice Managers;348;375;405;435;87;7.7
West Coast;521;Personal Assistants and Secretaries;115;108;102;95;-20;-6.0
West Coast;531;General Clerks;356;348;340;327;-30;-2.8
West Coast;532;Keyboard Operators;12;10;9;8;-4;-11.5
West Coast;541;Call or Contact Centre Information Clerks;13;12;11;11;-2;-5.7
West Coast;542;Receptionists;249;253;259;264;15;2.0
West Coast;551;Accounting Clerks and Bookkeepers;139;143;148;153;14;3.4
West Coast;552;Financial and Insurance Clerks;75;76;76;77;1;0.5
West Coast;561;Clerical and Office Support Workers;107;109;112;114;7;2.2
West Coast;591;Logistics Clerks;110;113;117;120;10;3.0
West Coast;599;Miscellaneous Clerical and Administrative Workers;96;97;98;100;3;1.2
West Coast;611;Insurance Agents and Sales Representatives;285;297;310;322;37;4.1
West Coast;612;Real Estate Sales Agents;118;126;136;147;29;7.6
West Coast;621;Sales Assistants and Salespersons;848;855;867;877;29;1.1
West Coast;631;Checkout Operators and Office Cashiers;131;134;137;140;9;2.4
West Coast;639;Miscellaneous Sales Support Workers;67;68;69;70;3;1.4
West Coast;711;Machine Operators;446;473;503;524;78;5.5
West Coast;712;Stationary Plant Operators;314;331;349;361;47;4.8
West Coast;721;Mobile Plant Operators;169;172;175;177;8;1.5
West Coast;731;Automobile, Bus and Rail Drivers;71;74;78;82;11;5.0
West Coast;732;Delivery Drivers;36;37;39;40;4;3.3
West Coast;733;Truck Drivers;281;285;288;287;6;0.7
West Coast;741;Storepersons;130;135;140;146;16;3.8
West Coast;811;Cleaners and Laundry Workers;440;436;433;432;-8;-0.6
West Coast;821;Construction and Mining Labourers;336;358;381;398;62;5.8
West Coast;831;Food Process Workers;256;262;269;275;19;2.4
West Coast;832;Packers and Product Assemblers;224;230;237;243;19;2.8
West Coast;839;Miscellaneous Factory Process Workers;116;119;120;122;6;1.6
West Coast;841;Farm, Forestry and Garden Workers;776;776;779;776;0;0.0
West Coast;851;Food Preparation Assistants;149;151;153;156;6;1.4
West Coast;891;Freight Handlers and Shelf Fillers;94;96;98;100;7;2.3
West Coast;899;Miscellaneous Labourers;762;801;842;883;121;5.0
Canterbury;111;Chief Executives, General Managers and Legislators;10602;10947;11309;11629;1,027;3.1
Canterbury;121;Farmers and Farm Managers;8554;8392;8252;804;-515;-2.0
Canterbury;131;Advertising, Public Relations and Sales Managers;4548;4756;4981;5194;646;4.5
Canterbury;132;Business Administration Managers;8618;9022;9447;9849;1,231;4.5
Canterbury;133;Construction, Distribution and Production Managers;9255;9678;10032;10315;1,06;3.7
Canterbury;134;Education, Health and Welfare Services Managers;1767;183;1892;1947;180;3.3
Canterbury;135;ICT Managers;729;762;797;832;103;4.5
Canterbury;139;Miscellaneous Specialist Managers;1304;1359;1415;1467;163;4.0
Canterbury;141;Accommodation and Hospitality Managers;358;3566;3571;356;-20;-0.2
Canterbury;142;Retail Managers;4685;4768;4891;5001;316;2.2
Canterbury;149;Miscellaneous Hospitality, Retail and Service Managers;2465;2563;2669;277;305;4.0
Canterbury;211;Arts Professionals;1099;1148;118;1209;110;3.2
Canterbury;212;Media Professionals;951;972;996;1016;65;2.2
Canterbury;221;Accountants, Auditors and Company Secretaries;384;3968;4108;4239;399;3.4
Canterbury;222;Financial Brokers and Dealers, and Investment Advisers;1194;1204;1218;1228;34;0.9
Canterbury;223;Human Resource and Training Professionals;1509;155;1593;1633;124;2.7
Canterbury;224;Information and Organisation Professionals;3199;3279;3368;345;251;2.6
Canterbury;225;Sales, Marketing and Public Relations Professionals;2303;2376;2456;253;227;3.2
Canterbury;231;Air and Marine Transport Professionals;992;992;995;994;2;0.1
Canterbury;232;Architects, Designers, Planners and Surveyors;3225;3353;3489;3619;394;3.9
Canterbury;233;Engineering Professionals;5176;543;5669;589;714;4.4
Canterbury;234;Natural and Physical Science Professionals;2411;2485;2569;2651;240;3.2
Canterbury;241;School Teachers;1165;11798;11929;11984;334;0.9
Canterbury;242;Tertiary Education Teachers;2102;2102;2098;208;-22;-0.3
Canterbury;249;Miscellaneous Education Professionals;1281;1295;1308;1311;31;0.8
Canterbury;251;Health Diagnostic and Promotion Professionals;1557;1621;1696;178;223;4.6
Canterbury;252;Health Therapy Professionals;1592;1632;1684;175;158;3.2
Canterbury;253;Medical Practitioners;1717;1751;18;1867;150;2.8
Canterbury;254;Midwifery and Nursing Professionals;5992;6066;6195;6387;396;2.2
Canterbury;261;Business and Systems Analysts, and Programmers;4005;4193;4392;4585;580;4.6
Canterbury;262;Database and Systems Administrators, and ICT Security Specialists;805;830;857;882;77;3.1
Canterbury;263;ICT Network and Support Professionals;888;926;965;1002;115;4.1
Canterbury;271;Legal Professionals;1929;2009;2095;2179;250;4.1
Canterbury;272;Social and Welfare Professionals;4055;4148;4256;4367;312;2.5
Canterbury;311;Agricultural, Medical and Science Technicians;213;2162;2203;224;111;1.7
Canterbury;312;Building and Engineering Technicians;3254;3399;3535;3657;403;4.0
Canterbury;313;ICT and Telecommunications Technicians;933;930;929;926;-7;-0.3
Canterbury;321;Automotive Electricians and Mechanics;2627;2589;256;2515;-112;-1.4
Canterbury;322;Fabrication Engineering Trades Workers;2458;2572;267;2746;288;3.8
Canterbury;323;Mechanical Engineering Trades Workers;2834;2822;2792;2743;-92;-1.1
Canterbury;324;Panelbeaters, and Vehicle Body Builders, Trimmers and Painters;635;622;608;588;-46;-2.5
Canterbury;331;Bricklayers, Carpenters and Joiners;3798;3948;4054;4128;330;2.8
Canterbury;332;Floor Finishers and Painting Trades Workers;3189;3473;3735;3982;793;7.7
Canterbury;333;Glaziers, Plasterers and Tilers;2688;2967;3231;3487;799;9.1
Canterbury;334;Plumbers;1845;2024;2189;2346;501;8.3
Canterbury;341;Electricians;2604;2831;3045;3249;645;7.7
Canterbury;342;Electronics and Telecommunications Trades Workers;144;1505;156;1606;167;3.7
Canterbury;351;Food Trades Workers;5018;5094;5198;5283;265;1.7
Canterbury;361;Animal Attendants and Trainers, and Shearers;1151;119;1237;1277;127;3.5
Canterbury;362;Horticultural Trades Workers;2473;2503;2534;2563;90;1.2
Canterbury;391;Hairdressers;1194;1197;121;1216;22;0.6
Canterbury;392;Printing Trades Workers;542;519;492;463;-79;-5.1
Canterbury;393;Textile, Clothing and Footwear Trades Workers;423;423;424;423;0;0.0
Canterbury;394;Wood Trades Workers;393;391;388;384;-9;-0.7
Canterbury;399;Miscellaneous Technicians and Trades Workers;1467;1509;1552;159;124;2.7
Canterbury;411;Health and Welfare Support Workers;2948;3033;3139;3264;316;3.5
Canterbury;421;Child Carers;957;973;982;985;28;1.0
Canterbury;422;Education Aides;1694;1694;1687;1668;-26;-0.5
Canterbury;423;Personal Carers and Assistants;5568;5573;5625;5725;157;0.9
Canterbury;431;Hospitality Workers;6041;5988;5971;5924;-118;-0.7
Canterbury;441;Defence Force Members, Fire Fighters and Police;3107;3231;3348;3454;347;3.6
Canterbury;442;Prison and Security Officers;1852;1944;2032;2114;262;4.5
Canterbury;451;Personal Service and Travel Workers;2198;2176;2162;2135;-63;-1.0
Canterbury;452;Sports and Fitness Workers;2353;24;2459;2505;152;2.1
Canterbury;511;Contract, Program and Project Administrators;3619;3825;4036;4237;617;5.4
Canterbury;512;Office and Practice Managers;6023;6427;685;7263;1,239;6.4
Canterbury;521;Personal Assistants and Secretaries;2153;1984;1813;1634;-519;-8.8
Canterbury;531;General Clerks;528;5056;4822;4557;-723;-4.8
Canterbury;532;Keyboard Operators;359;318;278;238;-120;-12.8
Canterbury;541;Call or Contact Centre Information Clerks;549;538;527;514;-36;-2.2
Canterbury;542;Receptionists;336;3341;3335;3338;-22;-0.2
Canterbury;551;Accounting Clerks and Bookkeepers;3504;3565;363;3682;178;1.7
Canterbury;552;Financial and Insurance Clerks;1599;1564;1531;1503;-96;-2.0
Canterbury;561;Clerical and Office Support Workers;2207;2219;223;2236;28;0.4
Canterbury;591;Logistics Clerks;2642;2685;2733;2772;130;1.6
Canterbury;599;Miscellaneous Clerical and Administrative Workers;2718;2765;2813;2854;135;1.6
Canterbury;611;Insurance Agents and Sales Representatives;7322;7525;7759;7968;646;2.9
Canterbury;612;Real Estate Sales Agents;2067;2135;222;2305;238;3.7
Canterbury;621;Sales Assistants and Salespersons;14615;14672;14832;14943;328;0.7
Canterbury;631;Checkout Operators and Office Cashiers;2256;2281;2317;2345;89;1.3
Canterbury;639;Miscellaneous Sales Support Workers;1217;1218;1224;1227;10;0.3
Canterbury;711;Machine Operators;3434;3502;3567;3611;178;1.7
Canterbury;712;Stationary Plant Operators;12;1183;1158;114;-60;-1.7
Canterbury;721;Mobile Plant Operators;3414;3491;3562;3593;179;1.7
Canterbury;731;Automobile, Bus and Rail Drivers;1999;2063;2137;2204;205;3.3
Canterbury;732;Delivery Drivers;784;825;848;868;85;3.5
Canterbury;733;Truck Drivers;4211;4254;4293;4299;87;0.7
Canterbury;741;Storepersons;3386;3449;3522;3583;197;1.9
Canterbury;811;Cleaners and Laundry Workers;6106;594;579;5667;-439;-2.5
Canterbury;821;Construction and Mining Labourers;4138;4448;4734;4991;852;6.4
Canterbury;831;Food Process Workers;4039;4054;4087;411;70;0.6
Canterbury;832;Packers and Product Assemblers;195;1961;197;1969;19;0.3
Canterbury;839;Miscellaneous Factory Process Workers;1266;1323;1374;1419;153;3.9
Canterbury;841;Farm, Forestry and Garden Workers;7136;7144;7175;7148;12;0.1
Canterbury;851;Food Preparation Assistants;2419;2411;2419;2419;0;0.0
Canterbury;891;Freight Handlers and Shelf Fillers;1299;1321;1353;138;81;2.0
Canterbury;899;Miscellaneous Labourers;9523;99;10282;10629;1,107;3.7
Otago;111;Chief Executives, General Managers and Legislators;381;3968;414;43;490;4.1
Otago;121;Farmers and Farm Managers;4796;4763;4738;4651;-145;-1.0
Otago;131;Advertising, Public Relations and Sales Managers;1462;1548;1645;1739;277;6.0
Otago;132;Business Administration Managers;3157;3335;3525;3707;550;5.5
Otago;133;Construction, Distribution and Production Managers;2619;2728;2813;2876;257;3.2
Otago;134;Education, Health and Welfare Services Managers;831;879;927;971;141;5.4
Otago;135;ICT Managers;263;279;296;312;49;5.9
Otago;139;Miscellaneous Specialist Managers;562;595;631;665;103;5.8
Otago;141;Accommodation and Hospitality Managers;2635;2739;2867;2988;353;4.3
Otago;142;Retail Managers;2132;2201;2282;2358;226;3.4
Otago;149;Miscellaneous Hospitality, Retail and Service Managers;1014;1061;1114;1165;151;4.7
Otago;211;Arts Professionals;762;798;837;873;112;4.7
Otago;212;Media Professionals;516;527;543;559;43;2.7
Otago;221;Accountants, Auditors and Company Secretaries;1461;1552;1652;1751;290;6.2
Otago;222;Financial Brokers and Dealers, and Investment Advisers;406;408;405;402;-4;-0.4
Otago;223;Human Resource and Training Professionals;458;479;501;521;63;4.4
Otago;224;Information and Organisation Professionals;1282;1326;1373;1414;132;3.3
Otago;225;Sales, Marketing and Public Relations Professionals;635;664;696;727;92;4.6
Otago;231;Air and Marine Transport Professionals;373;371;371;368;-5;-0.5
Otago;232;Architects, Designers, Planners and Surveyors;127;1355;1448;1541;270;6.6
Otago;233;Engineering Professionals;1287;1349;1413;1471;184;4.5
Otago;234;Natural and Physical Science Professionals;1198;1257;1327;1394;196;5.2
Otago;241;School Teachers;4699;4871;5046;5191;492;3.4
Otago;242;Tertiary Education Teachers;2094;2131;2169;2191;97;1.5
Otago;249;Miscellaneous Education Professionals;537;554;572;585;49;2.9
Otago;251;Health Diagnostic and Promotion Professionals;635;672;714;760;125;6.2
Otago;252;Health Therapy Professionals;718;753;794;844;125;5.5
Otago;253;Medical Practitioners;819;859;906;962;143;5.5
Otago;254;Midwifery and Nursing Professionals;2425;2514;2624;2762;337;4.4
Otago;261;Business and Systems Analysts, and Programmers;1102;1176;1257;1337;236;6.7
Otago;262;Database and Systems Administrators, and ICT Security Specialists;264;277;291;303;39;4.8
Otago;263;ICT Network and Support Professionals;188;198;210;221;33;5.6
Otago;271;Legal Professionals;827;887;951;1017;190;7.1
Otago;272;Social and Welfare Professionals;1981;2074;2167;2259;277;4.5
Otago;311;Agricultural, Medical and Science Technicians;958;983;1008;1029;72;2.4
Otago;312;Building and Engineering Technicians;934;985;1035;1079;144;4.9
Otago;313;ICT and Telecommunications Technicians;244;245;246;245;1;0.2
Otago;321;Automotive Electricians and Mechanics;1067;106;1058;1045;-22;-0.7
Otago;322;Fabrication Engineering Trades Workers;665;702;740;772;107;5.1
Otago;323;Mechanical Engineering Trades Workers;729;726;726;718;-11;-0.5
Otago;324;Panelbeaters, and Vehicle Body Builders, Trimmers and Painters;206;204;200;194;-13;-2.1
Otago;331;Bricklayers, Carpenters and Joiners;1324;1358;1377;1385;61;1.5
Otago;332;Floor Finishers and Painting Trades Workers;605;645;678;707;102;5.3
Otago;333;Glaziers, Plasterers and Tilers;666;723;775;823;156;7.3
Otago;334;Plumbers;670;726;772;814;144;6.7
Otago;341;Electricians;975;1053;1122;1185;210;6.7
Otago;342;Electronics and Telecommunications Trades Workers;438;460;476;489;51;3.7
Otago;351;Food Trades Workers;2832;2975;3147;3314;483;5.4
Otago;361;Animal Attendants and Trainers, and Shearers;584;622;664;702;118;6.3
Otago;362;Horticultural Trades Workers;1183;1203;1226;1247;64;1.8
Otago;391;Hairdressers;516;522;532;537;22;1.4
Otago;392;Printing Trades Workers;124;124;122;118;-6;-1.5
Otago;393;Textile, Clothing and Footwear Trades Workers;118;119;120;121;3;0.8
Otago;394;Wood Trades Workers;91;91;91;90;-1;-0.4
Otago;399;Miscellaneous Technicians and Trades Workers;545;562;581;599;54;3.2
Otago;411;Health and Welfare Support Workers;1178;1238;1307;1386;207;5.6
Otago;421;Child Carers;428;445;460;472;44;3.3
Otago;422;Education Aides;764;781;797;806;42;1.8
Otago;423;Personal Carers and Assistants;2552;2615;2697;2804;252;3.2
Otago;431;Hospitality Workers;3748;3873;4035;4185;437;3.7
Otago;441;Defence Force Members, Fire Fighters and Police;1018;1086;1134;1172;154;4.8
Otago;442;Prison and Security Officers;877;937;981;1018;140;5.1
Otago;451;Personal Service and Travel Workers;1072;1096;111;1118;46;1.4
Otago;452;Sports and Fitness Workers;1625;1678;1762;1839;213;4.2
Otago;511;Contract, Program and Project Administrators;1248;1329;141;1487;239;6.0
Otago;512;Office and Practice Managers;2072;2227;2391;2553;480;7.2
Otago;521;Personal Assistants and Secretaries;799;751;701;643;-156;-7.0
Otago;531;General Clerks;2173;211;2039;1949;-223;-3.5
Otago;532;Keyboard Operators;120;107;94;82;-39;-12.1
Otago;541;Call or Contact Centre Information Clerks;160;156;153;147;-12;-2.6
Otago;542;Receptionists;1733;1774;1829;1885;152;2.8
Otago;551;Accounting Clerks and Bookkeepers;1215;1256;1297;1335;119;3.2
Otago;552;Financial and Insurance Clerks;364;348;327;308;-57;-5.5
Otago;561;Clerical and Office Support Workers;872;888;901;913;41;1.6
Otago;591;Logistics Clerks;561;576;593;608;47;2.7
Otago;599;Miscellaneous Clerical and Administrative Workers;963;989;101;1025;62;2.1
Otago;611;Insurance Agents and Sales Representatives;2422;2522;2629;2728;307;4.1
Otago;612;Real Estate Sales Agents;909;960;1021;1083;175;6.0
Otago;621;Sales Assistants and Salespersons;5867;5967;6093;62;332;1.9
Otago;631;Checkout Operators and Office Cashiers;932;956;982;1006;74;2.6
Otago;639;Miscellaneous Sales Support Workers;533;536;540;543;10;0.6
Otago;711;Machine Operators;960;985;101;1027;67;2.3
Otago;712;Stationary Plant Operators;505;504;507;496;-9;-0.6
Otago;721;Mobile Plant Operators;1337;1381;1426;1458;121;2.9
Otago;731;Automobile, Bus and Rail Drivers;807;827;856;881;74;3.0
Otago;732;Delivery Drivers;279;299;309;319;40;4.6
Otago;733;Truck Drivers;1354;1364;138;1386;32;0.8
Otago;741;Storepersons;739;758;781;801;62;2.7
Otago;811;Cleaners and Laundry Workers;3189;3193;3208;3231;42;0.4
Otago;821;Construction and Mining Labourers;1216;1292;1365;1421;205;5.3
Otago;831;Food Process Workers;1927;1941;197;1994;68;1.2
Otago;832;Packers and Product Assemblers;620;631;644;654;34;1.8
Otago;839;Miscellaneous Factory Process Workers;355;367;379;390;34;3.1
Otago;841;Farm, Forestry and Garden Workers;3771;3829;3901;3941;170;1.5
Otago;851;Food Preparation Assistants;1469;1517;1578;1636;166;3.6
Otago;891;Freight Handlers and Shelf Fillers;425;435;446;457;31;2.4
Otago;899;Miscellaneous Labourers;3258;3371;3489;3591;334;3.3
Southland;111;Chief Executives, General Managers and Legislators;1573;1616;1664;1705;132;2.7
Southland;121;Farmers and Farm Managers;4207;4166;4135;4064;-143;-1.1
Southland;131;Advertising, Public Relations and Sales Managers;586;611;638;664;78;4.3
Southland;132;Business Administration Managers;1258;1309;1365;1418;160;4.1
Southland;133;Construction, Distribution and Production Managers;1159;1189;1213;1227;68;1.9
Southland;134;Education, Health and Welfare Services Managers;249;259;269;278;29;3.7
Southland;135;ICT Managers;87;91;94;98;10;3.8
Southland;139;Miscellaneous Specialist Managers;210;218;227;235;25;3.8
Southland;141;Accommodation and Hospitality Managers;698;712;731;747;49;2.3
Southland;142;Retail Managers;854;869;892;913;59;2.3
Southland;149;Miscellaneous Hospitality, Retail and Service Managers;367;380;394;407;39;3.4
Southland;211;Arts Professionals;223;233;240;246;23;3.4
Southland;212;Media Professionals;172;176;181;186;13;2.5
Southland;221;Accountants, Auditors and Company Secretaries;410;418;426;434;24;1.9
Southland;222;Financial Brokers and Dealers, and Investment Advisers;206;204;203;202;-4;-0.7
Southland;223;Human Resource and Training Professionals;158;162;166;169;11;2.3
Southland;224;Information and Organisation Professionals;479;490;503;515;37;2.5
Southland;225;Sales, Marketing and Public Relations Professionals;235;242;251;259;24;3.3
Southland;231;Air and Marine Transport Professionals;187;191;196;201;14;2.5
Southland;232;Architects, Designers, Planners and Surveyors;362;372;382;392;30;2.7
Southland;233;Engineering Professionals;515;529;542;552;37;2.3
Southland;234;Natural and Physical Science Professionals;461;474;488;502;41;2.9
Southland;241;School Teachers;1393;1424;1454;1477;84;2.0
Southland;242;Tertiary Education Teachers;608;611;615;614;6;0.3
Southland;249;Miscellaneous Education Professionals;171;175;179;182;11;2.1
Southland;251;Health Diagnostic and Promotion Professionals;248;257;269;281;33;4.2
Southland;252;Health Therapy Professionals;261;268;277;289;28;3.4
Southland;253;Medical Practitioners;302;310;321;335;32;3.4
Southland;254;Midwifery and Nursing Professionals;883;895;915;945;62;2.3
Southland;261;Business and Systems Analysts, and Programmers;340;352;365;377;37;3.5
Southland;262;Database and Systems Administrators, and ICT Security Specialists;94;97;100;102;8;2.7
Southland;263;ICT Network and Support Professionals;66;69;72;75;10;4.7
Southland;271;Legal Professionals;220;226;233;239;19;2.9
Southland;272;Social and Welfare Professionals;698;713;731;750;52;2.4
Southland;311;Agricultural, Medical and Science Technicians;393;398;403;408;14;1.2
Southland;312;Building and Engineering Technicians;344;356;366;375;31;2.9
Southland;313;ICT and Telecommunications Technicians;92;90;89;87;-4;-1.6
Southland;321;Automotive Electricians and Mechanics;493;488;486;481;-12;-0.8
Southland;322;Fabrication Engineering Trades Workers;492;507;520;528;36;2.4
Southland;323;Mechanical Engineering Trades Workers;406;402;398;391;-15;-1.2
Southland;324;Panelbeaters, and Vehicle Body Builders, Trimmers and Painters;97;95;93;90;-7;-2.5
Southland;331;Bricklayers, Carpenters and Joiners;568;575;578;575;7;0.4
Southland;332;Floor Finishers and Painting Trades Workers;248;260;271;280;32;4.1
