Region;Profession ID;Professio;2016;2017;2018;2019;Growth;Growth 
Bay of Plenty;611;Insurance Agents and Sales Representatives;3161;3245;3339;3421;260;2.7
Bay of Plenty;612;Real Estate Sales Agents;1166;1195;1232;1268;102;2.8
Bay of Plenty;621;Sales Assistants and Salespersons;7582;7539;7548;7528;-54;-0.2
Bay of Plenty;631;Checkout Operators and Office Cashiers;1158;1159;1167;1171;13;0.4
Bay of Plenty;639;Miscellaneous Sales Support Workers;639;641;646;648;9;0.5
Bay of Plenty;711;Machine Operators;1667;1714;1758;1794;128;2.5
Bay of Plenty;712;Stationary Plant Operators;902;836;764;690;-213;-8.6
Bay of Plenty;721;Mobile Plant Operators;1901;193;1958;1974;72;1.3
Bay of Plenty;731;Automobile, Bus and Rail Drivers;962;1001;1042;108;118;3.9
Bay of Plenty;732;Delivery Drivers;397;416;428;438;41;3.3
Bay of Plenty;733;Truck Drivers;2512;2549;2584;2608;96;1.3
Bay of Plenty;741;Storepersons;1044;1063;1086;1106;62;1.9
Bay of Plenty;811;Cleaners and Laundry Workers;331;3243;3187;3146;-164;-1.7
Bay of Plenty;821;Construction and Mining Labourers;1793;1867;1929;1979;185;3.3
Bay of Plenty;831;Food Process Workers;1106;1111;1121;1128;22;0.7
Bay of Plenty;832;Packers and Product Assemblers;895;899;906;907;12;0.4
Bay of Plenty;839;Miscellaneous Factory Process Workers;946;962;974;982;36;1.3
Bay of Plenty;841;Farm, Forestry and Garden Workers;6429;647;6537;6554;124;0.6
Bay of Plenty;851;Food Preparation Assistants;1392;1412;1441;1467;74;1.8
Bay of Plenty;891;Freight Handlers and Shelf Fillers;706;717;730;740;33;1.5
Bay of Plenty;899;Miscellaneous Labourers;4445;4568;4689;4788;343;2.5
Gisborne;111;Chief Executives, General Managers and Legislators;684;696;710;719;36;1.7
Gisborne;121;Farmers and Farm Managers;1108;1057;101;956;-153;-4.8
Gisborne;131;Advertising, Public Relations and Sales Managers;198;205;213;220;22;3.5
Gisborne;132;Business Administration Managers;463;478;494;507;44;3.1
Gisborne;133;Construction, Distribution and Production Managers;441;448;451;450;9;0.7
Gisborne;134;Education, Health and Welfare Services Managers;162;168;173;178;15;3.0
Gisborne;135;ICT Managers;31;32;34;35;3;3.1
Gisborne;139;Miscellaneous Specialist Managers;96;99;103;106;10;3.3
Gisborne;141;Accommodation and Hospitality Managers;260;264;271;276;16;2.0
Gisborne;142;Retail Managers;320;322;326;330;10;1.0
Gisborne;149;Miscellaneous Hospitality, Retail and Service Managers;154;157;161;164;10;2.1
Gisborne;211;Arts Professionals;64;68;69;70;6;3.2
Gisborne;212;Media Professionals;61;63;66;68;7;3.8
Gisborne;221;Accountants, Auditors and Company Secretaries;236;242;249;255;19;2.6
Gisborne;222;Financial Brokers and Dealers, and Investment Advisers;61;59;57;54;-7;-3.9
Gisborne;223;Human Resource and Training Professionals;86;87;88;89;4;1.4
Gisborne;224;Information and Organisation Professionals;206;209;213;216;10;1.6
Gisborne;225;Sales, Marketing and Public Relations Professionals;100;104;107;110;10;3.3
Gisborne;231;Air and Marine Transport Professionals;63;65;68;70;7;3.5
Gisborne;232;Architects, Designers, Planners and Surveyors;135;139;143;147;12;2.8
Gisborne;233;Engineering Professionals;205;209;213;215;10;1.6
Gisborne;234;Natural and Physical Science Professionals;158;161;165;166;8;1.6
Gisborne;241;School Teachers;1218;1234;125;126;42;1.1
Gisborne;242;Tertiary Education Teachers;95;94;94;92;-2;-0.8
Gisborne;249;Miscellaneous Education Professionals;88;89;89;89;1;0.4
Gisborne;251;Health Diagnostic and Promotion Professionals;114;117;122;126;12;3.5
Gisborne;252;Health Therapy Professionals;117;121;125;130;13;3.7
Gisborne;253;Medical Practitioners;119;122;126;131;13;3.4
Gisborne;254;Midwifery and Nursing Professionals;451;458;470;487;36;2.6
Gisborne;261;Business and Systems Analysts, and Programmers;123;128;133;137;14;3.7
Gisborne;262;Database and Systems Administrators, and ICT Security Specialists;51;52;54;55;4;2.6
Gisborne;263;ICT Network and Support Professionals;25;26;26;27;2;2.4
Gisborne;271;Legal Professionals;112;117;121;125;13;3.8
Gisborne;272;Social and Welfare Professionals;297;304;312;320;23;2.6
Gisborne;311;Agricultural, Medical and Science Technicians;144;144;146;146;2;0.5
Gisborne;312;Building and Engineering Technicians;148;151;154;155;8;1.7
Gisborne;313;ICT and Telecommunications Technicians;53;53;52;51;-2;-1.1
Gisborne;321;Automotive Electricians and Mechanics;178;175;173;168;-11;-2.0
Gisborne;322;Fabrication Engineering Trades Workers;83;87;90;92;8;3.2
Gisborne;323;Mechanical Engineering Trades Workers;142;142;143;141;0;-0.1
Gisborne;324;Panelbeaters, and Vehicle Body Builders, Trimmers and Painters;32;31;30;29;-3;-3.6
Gisborne;331;Bricklayers, Carpenters and Joiners;157;158;156;153;-5;-1.0
Gisborne;332;Floor Finishers and Painting Trades Workers;114;118;121;122;9;2.5
Gisborne;333;Glaziers, Plasterers and Tilers;110;116;121;124;14;4.1
Gisborne;334;Plumbers;98;102;105;107;10;3.2
Gisborne;341;Electricians;161;168;173;176;15;3.1
Gisborne;342;Electronics and Telecommunications Trades Workers;85;86;87;86;1;0.5
Gisborne;351;Food Trades Workers;352;363;377;389;37;3.4
Gisborne;361;Animal Attendants and Trainers, and Shearers;126;129;133;135;9;2.4
Gisborne;362;Horticultural Trades Workers;197;189;182;176;-20;-3.6
Gisborne;391;Hairdressers;88;87;87;87;-2;-0.6
Gisborne;392;Printing Trades Workers;22;21;20;19;-4;-5.9
Gisborne;393;Textile, Clothing and Footwear Trades Workers;15;15;16;16;0;0.8
Gisborne;394;Wood Trades Workers;20;20;20;20;-1;-1.4
Gisborne;399;Miscellaneous Technicians and Trades Workers;73;76;78;80;7;3.1
Gisborne;411;Health and Welfare Support Workers;233;240;249;259;26;3.5
Gisborne;421;Child Carers;114;115;117;119;6;1.7
Gisborne;422;Education Aides;191;191;191;189;-2;-0.3
Gisborne;423;Personal Carers and Assistants;557;560;567;579;22;1.3
Gisborne;431;Hospitality Workers;384;390;398;405;21;1.8
Gisborne;441;Defence Force Members, Fire Fighters and Police;245;251;257;260;16;2.1
Gisborne;442;Prison and Security Officers;220;229;236;243;23;3.3
Gisborne;451;Personal Service and Travel Workers;124;125;127;127;3;0.8
Gisborne;452;Sports and Fitness Workers;177;180;184;187;10;1.9
Gisborne;511;Contract, Program and Project Administrators;209;217;225;231;22;3.3
Gisborne;512;Office and Practice Managers;380;398;418;435;55;4.6
Gisborne;521;Personal Assistants and Secretaries;126;115;104;92;-34;-9.9
Gisborne;531;General Clerks;337;320;303;283;-53;-5.6
Gisborne;532;Keyboard Operators;26;24;21;19;-7;-10.3
Gisborne;541;Call or Contact Centre Information Clerks;13;12;11;11;-2;-4.9
Gisborne;542;Receptionists;256;255;256;257;1;0.1
Gisborne;551;Accounting Clerks and Bookkeepers;199;200;200;200;1;0.1
Gisborne;552;Financial and Insurance Clerks;60;55;50;45;-16;-9.5
Gisborne;561;Clerical and Office Support Workers;137;137;135;133;-4;-1.1
Gisborne;591;Logistics Clerks;164;166;169;171;7;1.4
Gisborne;599;Miscellaneous Clerical and Administrative Workers;137;139;141;143;5;1.3
Gisborne;611;Insurance Agents and Sales Representatives;301;309;317;325;24;2.6
Gisborne;612;Real Estate Sales Agents;90;92;94;95;5;1.9
Gisborne;621;Sales Assistants and Salespersons;868;861;861;856;-11;-0.4
Gisborne;631;Checkout Operators and Office Cashiers;139;140;140;141;2;0.5
Gisborne;639;Miscellaneous Sales Support Workers;71;71;72;72;0;0.1
Gisborne;711;Machine Operators;245;253;261;264;19;2.5
Gisborne;712;Stationary Plant Operators;58;54;50;45;-13;-8.1
Gisborne;721;Mobile Plant Operators;433;440;448;445;12;0.9
Gisborne;731;Automobile, Bus and Rail Drivers;98;101;105;108;10;3.5
Gisborne;732;Delivery Drivers;52;53;55;56;5;3.0
Gisborne;733;Truck Drivers;297;301;305;305;8;0.9
Gisborne;741;Storepersons;129;131;134;136;7;1.8
Gisborne;811;Cleaners and Laundry Workers;437;428;419;412;-26;-2.0
Gisborne;821;Construction and Mining Labourers;236;243;248;250;14;1.9
Gisborne;831;Food Process Workers;391;393;395;397;6;0.5
Gisborne;832;Packers and Product Assemblers;310;310;311;309;-1;-0.1
Gisborne;839;Miscellaneous Factory Process Workers;122;123;125;124;3;0.7
Gisborne;841;Farm, Forestry and Garden Workers;1669;1652;1645;159;-79;-1.6
Gisborne;851;Food Preparation Assistants;180;182;186;189;9;1.6
Gisborne;891;Freight Handlers and Shelf Fillers;81;82;83;83;2;0.9
Gisborne;899;Miscellaneous Labourers;774;795;816;829;55;2.3
Hawkes Bay;111;Chief Executives, General Managers and Legislators;2653;2712;2773;2824;170;2.1
Hawkes Bay;121;Farmers and Farm Managers;3731;36;3481;3337;-394;-3.7
Hawkes Bay;131;Advertising, Public Relations and Sales Managers;827;862;899;933;105;4.1
Hawkes Bay;132;Business Administration Managers;186;193;2003;2069;210;3.6
Hawkes Bay;133;Construction, Distribution and Production Managers;1625;1649;1661;1662;37;0.8
Hawkes Bay;134;Education, Health and Welfare Services Managers;519;538;557;574;55;3.4
Hawkes Bay;135;ICT Managers;130;135;141;146;16;4.1
Hawkes Bay;139;Miscellaneous Specialist Managers;377;391;406;419;43;3.7
Hawkes Bay;141;Accommodation and Hospitality Managers;884;889;900;906;22;0.8
Hawkes Bay;142;Retail Managers;1253;126;1276;1288;35;0.9
Hawkes Bay;149;Miscellaneous Hospitality, Retail and Service Managers;666;693;723;753;87;4.2
Hawkes Bay;211;Arts Professionals;251;268;273;279;28;3.6
Hawkes Bay;212;Media Professionals;213;221;230;238;25;3.8
Hawkes Bay;221;Accountants, Auditors and Company Secretaries;974;1015;1053;109;116;3.8
Hawkes Bay;222;Financial Brokers and Dealers, and Investment Advisers;382;390;399;407;25;2.1
Hawkes Bay;223;Human Resource and Training Professionals;327;335;344;351;24;2.4
Hawkes Bay;224;Information and Organisation Professionals;801;819;839;857;56;2.3
Hawkes Bay;225;Sales, Marketing and Public Relations Professionals;404;418;433;446;42;3.3
Hawkes Bay;231;Air and Marine Transport Professionals;184;185;187;189;5;0.9
Hawkes Bay;232;Architects, Designers, Planners and Surveyors;549;570;590;609;60;3.5
Hawkes Bay;233;Engineering Professionals;867;890;911;928;61;2.3
Hawkes Bay;234;Natural and Physical Science Professionals;629;641;655;667;37;1.9
Hawkes Bay;241;School Teachers;3698;3757;3815;3856;158;1.4
Hawkes Bay;242;Tertiary Education Teachers;293;293;292;289;-4;-0.4
Hawkes Bay;249;Miscellaneous Education Professionals;285;288;291;291;6;0.7
Hawkes Bay;251;Health Diagnostic and Promotion Professionals;433;448;467;488;55;4.1
Hawkes Bay;252;Health Therapy Professionals;433;450;470;495;61;4.5
Hawkes Bay;253;Medical Practitioners;433;447;466;489;57;4.2
Hawkes Bay;254;Midwifery and Nursing Professionals;1646;1688;1747;1826;180;3.5
Hawkes Bay;261;Business and Systems Analysts, and Programmers;498;524;549;574;76;4.9
Hawkes Bay;262;Database and Systems Administrators, and ICT Security Specialists;199;205;212;218;20;3.2
Hawkes Bay;263;ICT Network and Support Professionals;96;99;102;105;9;3.0
Hawkes Bay;271;Legal Professionals;450;473;494;514;64;4.5
Hawkes Bay;272;Social and Welfare Professionals;1128;1161;1197;1235;107;3.1
Hawkes Bay;311;Agricultural, Medical and Science Technicians;554;559;565;571;17;1.0
Hawkes Bay;312;Building and Engineering Technicians;594;611;625;636;42;2.3
Hawkes Bay;313;ICT and Telecommunications Technicians;209;208;207;205;-3;-0.5
Hawkes Bay;321;Automotive Electricians and Mechanics;671;660;651;639;-32;-1.6
Hawkes Bay;322;Fabrication Engineering Trades Workers;458;474;489;499;41;2.9
Hawkes Bay;323;Mechanical Engineering Trades Workers;623;621;618;612;-11;-0.6
Hawkes Bay;324;Panelbeaters, and Vehicle Body Builders, Trimmers and Painters;129;126;122;118;-11;-3.0
Hawkes Bay;331;Bricklayers, Carpenters and Joiners;573;576;573;565;-8;-0.5
Hawkes Bay;332;Floor Finishers and Painting Trades Workers;386;401;410;416;30;2.5
Hawkes Bay;333;Glaziers, Plasterers and Tilers;389;411;427;441;52;4.3
Hawkes Bay;334;Plumbers;333;348;359;366;34;3.3
Hawkes Bay;341;Electricians;583;608;627;641;58;3.2
Hawkes Bay;342;Electronics and Telecommunications Trades Workers;315;320;323;323;8;0.8
Hawkes Bay;351;Food Trades Workers;1311;1341;1378;1412;101;2.5
Hawkes Bay;361;Animal Attendants and Trainers, and Shearers;441;459;477;492;51;3.7
Hawkes Bay;362;Horticultural Trades Workers;709;686;663;649;-60;-2.9
Hawkes Bay;391;Hairdressers;331;331;334;334;3;0.3
Hawkes Bay;392;Printing Trades Workers;74;70;66;61;-12;-5.9
Hawkes Bay;393;Textile, Clothing and Footwear Trades Workers;75;75;74;73;-2;-1.1
Hawkes Bay;394;Wood Trades Workers;90;88;87;84;-5;-2.0
Hawkes Bay;399;Miscellaneous Technicians and Trades Workers;309;319;330;340;30;3.2
Hawkes Bay;411;Health and Welfare Support Workers;877;910;950;996;119;4.3
Hawkes Bay;421;Child Carers;380;388;396;403;23;2.0
Hawkes Bay;422;Education Aides;572;573;573;569;-3;-0.2
Hawkes Bay;423;Personal Carers and Assistants;2029;2056;2099;2161;132;2.1
Hawkes Bay;431;Hospitality Workers;1363;137;1386;1396;33;0.8
Hawkes Bay;441;Defence Force Members, Fire Fighters and Police;985;1007;1026;1039;55;1.8
Hawkes Bay;442;Prison and Security Officers;884;917;946;971;87;3.2
Hawkes Bay;451;Personal Service and Travel Workers;472;480;486;491;18;1.3
Hawkes Bay;452;Sports and Fitness Workers;617;632;650;665;48;2.5
Hawkes Bay;511;Contract, Program and Project Administrators;804;836;869;899;95;3.8
Hawkes Bay;512;Office and Practice Managers;1466;1546;1629;1707;241;5.2
Hawkes Bay;521;Personal Assistants and Secretaries;495;458;419;379;-116;-8.5
Hawkes Bay;531;General Clerks;128;1218;1154;1084;-196;-5.4
Hawkes Bay;532;Keyboard Operators;102;94;84;75;-28;-9.9
Hawkes Bay;541;Call or Contact Centre Information Clerks;58;56;54;53;-5;-2.9
Hawkes Bay;542;Receptionists;935;932;933;938;3;0.1
Hawkes Bay;551;Accounting Clerks and Bookkeepers;784;792;800;804;21;0.9
Hawkes Bay;552;Financial and Insurance Clerks;415;413;411;409;-6;-0.5
Hawkes Bay;561;Clerical and Office Support Workers;518;512;502;490;-28;-1.9
Hawkes Bay;591;Logistics Clerks;663;668;675;678;16;0.8
Hawkes Bay;599;Miscellaneous Clerical and Administrative Workers;573;586;597;607;34;2.0
Hawkes Bay;611;Insurance Agents and Sales Representatives;1267;1301;1339;1373;105;2.7
Hawkes Bay;612;Real Estate Sales Agents;408;418;431;444;36;2.8
Hawkes Bay;621;Sales Assistants and Salespersons;3419;339;3383;3364;-55;-0.5
Hawkes Bay;631;Checkout Operators and Office Cashiers;538;540;541;541;3;0.2
Hawkes Bay;639;Miscellaneous Sales Support Workers;297;297;298;297;0;0.0
Hawkes Bay;711;Machine Operators;924;941;956;966;42;1.5
Hawkes Bay;712;Stationary Plant Operators;208;191;173;156;-52;-9.2
Hawkes Bay;721;Mobile Plant Operators;146;1481;1502;1513;53;1.2
Hawkes Bay;731;Automobile, Bus and Rail Drivers;347;351;356;360;13;1.3
Hawkes Bay;732;Delivery Drivers;187;190;193;196;9;1.5
Hawkes Bay;733;Truck Drivers;1034;1031;1026;1015;-19;-0.6
Hawkes Bay;741;Storepersons;543;548;555;560;17;1.0
Hawkes Bay;811;Cleaners and Laundry Workers;1626;1591;1557;1529;-97;-2.0
Hawkes Bay;821;Construction and Mining Labourers;831;857;876;890;58;2.3
Hawkes Bay;831;Food Process Workers;1901;1888;1883;1873;-27;-0.5
Hawkes Bay;832;Packers and Product Assemblers;12;1207;1215;1216;16;0.5
Hawkes Bay;839;Miscellaneous Factory Process Workers;450;456;461;465;15;1.1
Hawkes Bay;841;Farm, Forestry and Garden Workers;5131;509;5065;5002;-129;-0.8
Hawkes Bay;851;Food Preparation Assistants;638;641;649;655;17;0.9
Hawkes Bay;891;Freight Handlers and Shelf Fillers;303;304;306;307;4;0.5
Hawkes Bay;899;Miscellaneous Labourers;2931;2989;3042;308;149;1.7
Taranaki;111;Chief Executives, General Managers and Legislators;1837;1901;197;2031;195;3.4
Taranaki;121;Farmers and Farm Managers;3759;3707;3664;3588;-171;-1.5
Taranaki;131;Advertising, Public Relations and Sales Managers;460;484;511;536;76;5.2
Taranaki;132;Business Administration Managers;137;1438;1511;1578;208;4.8
Taranaki;133;Construction, Distribution and Production Managers;1528;1582;1626;1658;130;2.8
Taranaki;134;Education, Health and Welfare Services Managers;377;392;408;422;45;3.9
Taranaki;135;ICT Managers;130;136;143;149;20;4.8
Taranaki;139;Miscellaneous Specialist Managers;212;224;237;249;37;5.5
Taranaki;141;Accommodation and Hospitality Managers;609;621;637;651;43;2.3
Taranaki;142;Retail Managers;1067;1093;1128;116;92;2.8
Taranaki;149;Miscellaneous Hospitality, Retail and Service Managers;474;497;523;549;75;5.0
Taranaki;211;Arts Professionals;166;173;181;187;21;4.1
Taranaki;212;Media Professionals;114;118;122;127;12;3.4
Taranaki;221;Accountants, Auditors and Company Secretaries;786;822;862;898;112;4.5
Taranaki;222;Financial Brokers and Dealers, and Investment Advisers;177;181;186;190;13;2.4
Taranaki;223;Human Resource and Training Professionals;266;274;283;291;25;3.0
Taranaki;224;Information and Organisation Professionals;580;597;617;634;54;3.0
Taranaki;225;Sales, Marketing and Public Relations Professionals;256;265;275;285;29;3.7
Taranaki;231;Air and Marine Transport Professionals;121;123;124;125;4;1.0
Taranaki;232;Architects, Designers, Planners and Surveyors;469;492;517;542;73;4.9
Taranaki;233;Engineering Professionals;1214;1277;1344;1402;189;4.9
Taranaki;234;Natural and Physical Science Professionals;433;451;471;490;57;4.2
Taranaki;241;School Teachers;2341;2386;2429;246;119;1.7
Taranaki;242;Tertiary Education Teachers;140;139;138;135;-5;-1.3
Taranaki;249;Miscellaneous Education Professionals;177;180;183;184;7;1.4
Taranaki;251;Health Diagnostic and Promotion Professionals;344;361;381;401;56;5.2
Taranaki;252;Health Therapy Professionals;254;263;275;288;34;4.3
Taranaki;253;Medical Practitioners;264;271;282;296;32;3.9
Taranaki;254;Midwifery and Nursing Professionals;1086;1111;1147;1195;110;3.3
Taranaki;261;Business and Systems Analysts, and Programmers;398;417;437;456;58;4.6
Taranaki;262;Database and Systems Administrators, and ICT Security Specialists;146;151;156;161;15;3.4
Taranaki;263;ICT Network and Support Professionals;124;129;134;139;15;3.9
Taranaki;271;Legal Professionals;301;317;333;350;48;5.1
Taranaki;272;Social and Welfare Professionals;581;598;617;636;55;3.1
Taranaki;311;Agricultural, Medical and Science Technicians;495;507;521;534;39;2.5
Taranaki;312;Building and Engineering Technicians;812;849;887;919;108;4.2
Taranaki;313;ICT and Telecommunications Technicians;131;131;132;133;2;0.6
Taranaki;321;Automotive Electricians and Mechanics;594;584;576;565;-30;-1.7
Taranaki;322;Fabrication Engineering Trades Workers;660;701;742;775;115;5.5
Taranaki;323;Mechanical Engineering Trades Workers;748;756;761;757;9;0.4
Taranaki;324;Panelbeaters, and Vehicle Body Builders, Trimmers and Painters;143;139;135;130;-13;-3.1
Taranaki;331;Bricklayers, Carpenters and Joiners;500;514;522;526;26;1.7
Taranaki;332;Floor Finishers and Painting Trades Workers;339;360;378;393;53;5.0
Taranaki;333;Glaziers, Plasterers and Tilers;282;304;323;341;59;6.5
Taranaki;334;Plumbers;262;280;296;310;48;5.8
Taranaki;341;Electricians;644;685;721;754;110;5.4
Taranaki;342;Electronics and Telecommunications Trades Workers;282;293;302;309;28;3.2
Taranaki;351;Food Trades Workers;1023;1058;1101;1142;120;3.8
Taranaki;361;Animal Attendants and Trainers, and Shearers;212;221;232;242;31;4.6
Taranaki;362;Horticultural Trades Workers;452;446;441;441;-11;-0.8
Taranaki;391;Hairdressers;323;328;335;340;17;1.7
Taranaki;392;Printing Trades Workers;26;25;25;24;-2;-2.3
Taranaki;393;Textile, Clothing and Footwear Trades Workers;36;37;36;36;-1;-0.6
Taranaki;394;Wood Trades Workers;87;88;89;89;2;0.6
Taranaki;399;Miscellaneous Technicians and Trades Workers;443;454;467;475;32;2.4
Taranaki;411;Health and Welfare Support Workers;546;567;593;622;76;4.4
Taranaki;421;Child Carers;223;225;228;230;6;0.9
Taranaki;422;Education Aides;427;428;427;423;-4;-0.3
Taranaki;423;Personal Carers and Assistants;1282;1299;1326;1366;84;2.1
Taranaki;431;Hospitality Workers;942;957;978;996;55;1.9
Taranaki;441;Defence Force Members, Fire Fighters and Police;441;454;464;471;29;2.2
Taranaki;442;Prison and Security Officers;246;256;265;272;25;3.3
Taranaki;451;Personal Service and Travel Workers;361;370;380;388;27;2.4
Taranaki;452;Sports and Fitness Workers;427;444;465;484;57;4.3
Taranaki;511;Contract, Program and Project Administrators;598;630;663;693;95;5.1
Taranaki;512;Office and Practice Managers;1224;1308;1397;1482;258;6.6
Taranaki;521;Personal Assistants and Secretaries;372;344;315;284;-88;-8.6
Taranaki;531;General Clerks;853;817;779;735;-117;-4.8
Taranaki;532;Keyboard Operators;73;69;63;57;-16;-7.9
Taranaki;541;Call or Contact Centre Information Clerks;54;52;50;48;-6;-3.6
Taranaki;542;Receptionists;785;789;796;806;20;0.9
Taranaki;551;Accounting Clerks and Bookkeepers;662;677;692;704;42;2.1
Taranaki;552;Financial and Insurance Clerks;268;266;265;264;-4;-0.5
Taranaki;561;Clerical and Office Support Workers;437;434;431;428;-9;-0.7
Taranaki;591;Logistics Clerks;463;472;482;489;27;1.9
Taranaki;599;Miscellaneous Clerical and Administrative Workers;440;451;463;473;32;2.4
Taranaki;611;Insurance Agents and Sales Representatives;951;983;102;1053;102;3.4
Taranaki;612;Real Estate Sales Agents;354;372;395;417;64;5.7
Taranaki;621;Sales Assistants and Salespersons;2705;2723;276;2788;83;1.0
Taranaki;631;Checkout Operators and Office Cashiers;411;416;424;430;18;1.5
Taranaki;639;Miscellaneous Sales Support Workers;208;209;211;212;4;0.6
Taranaki;711;Machine Operators;650;681;710;736;86;4.2
Taranaki;712;Stationary Plant Operators;392;378;360;347;-45;-4.0
Taranaki;721;Mobile Plant Operators;619;635;650;661;42;2.2
Taranaki;731;Automobile, Bus and Rail Drivers;241;247;255;262;21;2.9
Taranaki;732;Delivery Drivers;107;113;116;119;12;3.7
Taranaki;733;Truck Drivers;880;884;888;887;7;0.3
Taranaki;741;Storepersons;399;410;422;433;34;2.7
Taranaki;811;Cleaners and Laundry Workers;1337;1319;1303;1294;-44;-1.1
Taranaki;821;Construction and Mining Labourers;1014;1069;1121;1163;149;4.7
Taranaki;831;Food Process Workers;1663;1699;1741;1781;117;2.3
Taranaki;832;Packers and Product Assemblers;387;395;404;410;24;2.0
Taranaki;839;Miscellaneous Factory Process Workers;307;321;334;346;39;4.1
Taranaki;841;Farm, Forestry and Garden Workers;1675;1683;1698;1699;24;0.5
Taranaki;851;Food Preparation Assistants;539;547;560;572;34;2.0
Taranaki;891;Freight Handlers and Shelf Fillers;210;214;220;224;15;2.3
Taranaki;899;Miscellaneous Labourers;1803;1862;1921;1972;168;3.0
Manuwatu & Wanganui;111;Chief Executives, General Managers and Legislators;3277;3343;3415;3474;196;2.0
Manuwatu & Wanganui;121;Farmers and Farm Managers;5705;5597;5504;5361;-344;-2.1
Manuwatu & Wanganui;131;Advertising, Public Relations and Sales Managers;969;1006;1047;1084;115;3.8
Manuwatu & Wanganui;132;Business Administration Managers;2386;2466;2552;2629;243;3.3
Manuwatu & Wanganui;133;Construction, Distribution and Production Managers;2131;2148;2148;213;-1;0.0
Manuwatu & Wanganui;134;Education, Health and Welfare Services Managers;891;919;947;972;81;3.0
Manuwatu & Wanganui;135;ICT Managers;151;157;163;169;17;3.6
Manuwatu & Wanganui;139;Miscellaneous Specialist Managers;690;706;722;735;45;2.1
Manuwatu & Wanganui;141;Accommodation and Hospitality Managers;1241;1265;1299;1329;88;2.3
Manuwatu & Wanganui;142;Retail Managers;195;1969;2003;203;80;1.3
Manuwatu & Wanganui;149;Miscellaneous Hospitality, Retail and Service Managers;813;841;873;902;89;3.5
Manuwatu & Wanganui;211;Arts Professionals;284;295;299;302;18;2.1
Manuwatu & Wanganui;212;Media Professionals;254;260;267;273;19;2.4
Manuwatu & Wanganui;221;Accountants, Auditors and Company Secretaries;1002;1025;105;1073;72;2.3
Manuwatu & Wanganui;222;Financial Brokers and Dealers, and Investment Advisers;423;429;437;444;21;1.6
Manuwatu & Wanganui;223;Human Resource and Training Professionals;454;465;476;485;31;2.2
Manuwatu & Wanganui;224;Information and Organisation Professionals;1202;1216;1233;1246;43;1.2
Manuwatu & Wanganui;225;Sales, Marketing and Public Relations Professionals;494;508;523;537;44;2.9
Manuwatu & Wanganui;231;Air and Marine Transport Professionals;304;309;315;319;16;1.7
Manuwatu & Wanganui;232;Architects, Designers, Planners and Surveyors;523;537;552;565;42;2.6
Manuwatu & Wanganui;233;Engineering Professionals;923;939;953;962;39;1.4
Manuwatu & Wanganui;234;Natural and Physical Science Professionals;904;925;950;973;69;2.5
Manuwatu & Wanganui;241;School Teachers;5115;5179;5242;5278;163;1.1
Manuwatu & Wanganui;242;Tertiary Education Teachers;1198;1186;1171;1148;-50;-1.4
Manuwatu & Wanganui;249;Miscellaneous Education Professionals;508;510;512;511;3;0.2
Manuwatu & Wanganui;251;Health Diagnostic and Promotion Professionals;631;653;681;711;80;4.1
Manuwatu & Wanganui;252;Health Therapy Professionals;437;450;467;489;52;3.8
Manuwatu & Wanganui;253;Medical Practitioners;578;594;616;644;66;3.7
Manuwatu & Wanganui;254;Midwifery and Nursing Professionals;2394;2444;2517;2618;224;3.0
Manuwatu & Wanganui;261;Business and Systems Analysts, and Programmers;686;709;733;755;70;3.3
Manuwatu & Wanganui;262;Database and Systems Administrators, and ICT Security Specialists;277;284;291;298;21;2.4
Manuwatu & Wanganui;263;ICT Network and Support Professionals;210;216;222;227;17;2.6
Manuwatu & Wanganui;271;Legal Professionals;415;429;445;459;44;3.4
Manuwatu & Wanganui;272;Social and Welfare Professionals;1623;1658;17;1743;121;2.4
Manuwatu & Wanganui;311;Agricultural, Medical and Science Technicians;903;907;913;917;14;0.5
Manuwatu & Wanganui;312;Building and Engineering Technicians;805;812;817;816;12;0.5
Manuwatu & Wanganui;313;ICT and Telecommunications Technicians;333;326;319;310;-23;-2.4
Manuwatu & Wanganui;321;Automotive Electricians and Mechanics;1029;995;966;933;-96;-3.2
Manuwatu & Wanganui;322;Fabrication Engineering Trades Workers;657;679;699;713;55;2.7
Manuwatu & Wanganui;323;Mechanical Engineering Trades Workers;997;995;991;981;-16;-0.5
Manuwatu & Wanganui;324;Panelbeaters, and Vehicle Body Builders, Trimmers and Painters;234;226;219;211;-24;-3.5
Manuwatu & Wanganui;331;Bricklayers, Carpenters and Joiners;698;694;684;668;-30;-1.5
Manuwatu & Wanganui;332;Floor Finishers and Painting Trades Workers;621;638;646;648;26;1.4
Manuwatu & Wanganui;333;Glaziers, Plasterers and Tilers;384;401;412;419;35;3.0
Manuwatu & Wanganui;334;Plumbers;508;525;534;537;29;1.9
Manuwatu & Wanganui;341;Electricians;757;784;802;812;55;2.4
Manuwatu & Wanganui;342;Electronics and Telecommunications Trades Workers;510;513;512;506;-4;-0.3
Manuwatu & Wanganui;351;Food Trades Workers;2021;2089;2172;225;229;3.6
Manuwatu & Wanganui;361;Animal Attendants and Trainers, and Shearers;750;779;812;840;90;3.9
Manuwatu & Wanganui;362;Horticultural Trades Workers;830;813;796;780;-50;-2.0
Manuwatu & Wanganui;391;Hairdressers;470;470;472;472;2;0.1
